centralize_hre_title;Centralize the Holy Roman Empire;Centraliser le Saint Empire Romain;Zentralisieren Sie das Heilige Römische Reich;Centralizacja Swiete Cesarstwo Rzymskie;Centralizar el Sacro Imperio Romano;Centralizzare il Sacro Romano Impero;Centralizálja a Szent Római Birodalom;Centralizovat Svatá ríše rímská;Centralizálja a Szent Római Birodalom;Centraliseren van het Heilige Roomse Rijk;Centralize o Sacro Império Romano;????????????? ????????? ??????? ???????;Keskitä Pyhän roomalaisen keisarikunnan;x
form_malaya_desc;Stretching from the Strait of Malacca to Singapore, the Masvlay peoples finally are united under a single country;S'étendant du détroit de Malacca à Singapour, les peuples malais sont enfin unis dans un pays unique;Von der Straße von Malacca nach Singapur erstrecken sich die malaiischen Völker schließlich unter einem einzigartigen Land;Rozciagajacy sie od Ciesniny Malakka do Singapuru, Malajskiego narody w koncu lacza sie w ramach unikalnego kraju;Estirándose desde el estrecho de Malaca a Singapur, los pueblos malayos finalmente se unen bajo un único país;Stretching dallo Stretto di Malacca a Singapore, i popoli malesi, infine, sono uniti sotto un unico paese;Nyújtás a Malaka-szoros Szingapúr, a maláj nép végül egyesül alatt egyedi ország;Táhnoucí se od úžiny Malacca do Singapuru, Malay národy nakonec se spojí pod jedinecné zeme;Nyújtás a Malaka-szoros Szingapúr, a maláj nép végül egyesül alatt egyedi ország;Die zich uitstrekt van de Straat van Malakka naar Singapore, eindelijk de Maleise volken zijn verenigd onder een uniek land;Esticando-se do Estreito de Malaca para Cingapura, os povos malaios finalmente estão unidos sob um único país;?????????? ?? ??????????? ??????? ?? ?????????, ????????? ??????, ???????, ?????????? ??? ?????????? ???????;Ulottuu salmen Malacca ja Singaporen, Malaiji kansojen lopulta yhdistää alla ainutlaatuinen maa;x
form_aztec_title;Excan Tlahtoloyan;Excan Tlahtoloyan;Excan Tlahtoloyan;Excan Tlahtoloyan;Excan Tlahtoloyan;Excan Tlahtoloyan;Excan Tlahtoloyan;Excan Tlahtoloyan;Excan Tlahtoloyan;Excan Tlahtoloyan;Excan Tlahtoloyan;E??a? ?????o?o?a?;Excan Tlahtoloyan;x
form_aztec_desc;All the atepetls in Mexico agree to ally under one new federation, led by us.;Tous les atepetls au Mexique s'accordent à s'allier sous une nouvelle fédération, dirigée par nous.;Alle atepetls in Mexiko stimmen zu, unter einer neuen Föderation zu verbünden, geführt von uns.;Wszystkie atepetls w Meksyku zgodzic sie sprzymierzyc pod jednym nowej federacji, prowadzony przez nas.;Todos los atepetles de México están de acuerdo en aliarse bajo una nueva federación, dirigida por nosotros.;Tutti gli atepetl in Messico decidono di allearsi in una nuova federazione, guidata da noi.;Minden atepetls Mexikóban egyetértenek, hogy szövetségre alatt egy új szövetség által vezetett minket.;Všechny atepetls v Mexiku souhlasit se spojit pod jednu novou federace v cele s námi.;Minden atepetls Mexikóban egyetértenek, hogy szövetségre alatt egy új szövetség által vezetett minket.;Alle atepetls in Mexico instemmen met bondgenoot onder een nieuwe federatie, geleid door ons.;Todos os atepetls no México concordam em aliar-se sob uma nova federação, liderada por nós.;??? ???????? ? ??????? ???????? ???????????? ??? ????? ????? ?????????, ?? ????? ? ????.;Kaikki atepetls Meksikossa sopia liittoutua alle yhden uuden liiton johdolla meille.;x
form_usa_title;The unanimous Declaration of the  United States of America;La Déclaration unanime des Etats-Unis d'Amérique;Die einstimmige Erklärung der Vereinigten Staaten von Amerika;Jednoglosne oswiadczenie Stanów Zjednoczonych Ameryki;La Declaración unánime de los Estados Unidos de América;La dichiarazione unanime degli Stati Uniti d'America;Az egyhangú nyilatkozata az Amerikai Egyesült Államok;Jednomyslné Prohlášení Spojených státu amerických;Az egyhangú nyilatkozata az Amerikai Egyesült Államok;De unanieme verklaring van de Verenigde Staten van Amerika;A Declaração unânime dos Estados Unidos da América;???????????? ?????????? ??????????? ?????? ???????;Yksimielinen julistus Yhdysvallat;x
form_usa_desc;When in the Course of human events, it becomes necessary for one people to dissolve the political bands which have connected them with another, and to assume among the powers of the earth, the separate and equal station to which the Laws of Nature and of Nature's God entitle them, a decent respect to the opinions of mankind requires that they should declare the causes which impel them to the separation;Lorsqu'au cours des événements humains il devient nécessaire à un peuple de dissoudre les bandes politiques qui les relient à un autre, et d'assumer dans les puissances de la terre la station séparée et égale à laquelle les Lois de la Nature et de la Nature Dieu leur donne droit, un respect décent aux opinions de l'humanité exige qu'ils déclarent les causes qui les poussent à la séparation;Wenn es im Verlaufe der menschlichen Ereignisse notwendig wird, daß ein Volk die politischen Banden auflöst, die sie mit dem andern verbunden haben und unter den Mächten der Erde die getrennte und gleiche Station annehmen, denen die Gesetze der Natur und der Natur angehören Gott berechtigt sie, eine anständige Rücksicht auf die Meinungen der Menschheit erfordert, dass sie die Ursachen erklären, die sie zur Trennung treiben;Gdy w trakcie imprez czlowieka, staje sie konieczne w odniesieniu do jednej osoby do rozpuszczenia zespoly polityczne laczace go z innym, i zajal wsród poteg ziemi, oddzielna i równe stacja, do której prawom natury i Natury Bóg ich uprawniac, godnej szacunku dla opinii ludzkosci wymaga, ze ??powinni zadeklarowac przyczyn, które zmuszaja ich do separacji;Cuando en el curso de los acontecimientos humanos se hace necesario que un pueblo disuelva las bandas políticas que los conectan con otro y asuma entre las potencias de la tierra la estación separada e igual a la que las Leyes de la Naturaleza y de la Naturaleza Dios les da derecho, un respeto decente a las opiniones de la humanidad exige que declaren las causas que los impulsan a la separación;Quando nel corso degli eventi umani, si rende necessario per un popolo sciogliere i vincoli politici che lo hanno legato ad un altro, e di assumere tra le potenze della terra, la stazione separata e uguale a cui le Leggi della Natura e della natura Dio gli danno diritto, un conveniente riguardo alle opinioni dell'umanità richiede che quel popolo dichiari le cause che lo costringono a tale secessione;Amikor az emberi események sodrában szükségessé válik egy nép, hogy feloldódjon a politikai bandák, amelyek kapcsolódnak oket egymással, és hogy vállalja között hatáskörét a föld, a különálló és egyenrangú, amelyhez a Természet Törvényei és a Természet Isten jogosítja fel oket, egy tisztességes tekintetében a vélemények az emberiség megkívánja, hogy nyilatkoznia kell az okokat, amelyek arra ösztönözhetik oket, hogy a szétválasztás;Když se v prubehu lidských událostí, bude nutné pro jeden národ, aby se rozpustil politické pásma, které je spojené s jinou, a prevzít mezi pravomoci zeme, oddelené a rovnocenné stanice, ke kterému se zákony prírody a spolecnosti Príroda Buh je opravnují, slušný respekt k názorum lidstva vyžaduje, aby urcil, príciny, které jim IMPELem k separaci;Amikor az emberi események sodrában szükségessé válik egy nép, hogy feloldódjon a politikai bandák, amelyek kapcsolódnak oket egymással, és hogy vállalja között hatáskörét a föld, a különálló és egyenrangú, amelyhez a Természet Törvényei és a Természet Isten jogosítja fel oket, egy tisztességes tekintetében a vélemények az emberiség megkívánja, hogy nyilatkoznia kell az okokat, amelyek arra ösztönözhetik oket, hogy a szétválasztás;Toen in de loop van de menselijke gebeurtenissen, wordt het noodzakelijk voor een mensen om de politieke banden die ze hebben verbonden met een ander op te lossen, en om aan te nemen onder de bevoegdheden van de aarde, de aparte en gelijkwaardige station waarop de wetten van de natuur en van Nature's God hen het recht, een fatsoenlijke betrekking tot de adviezen van de mens vereist dat ze de oorzaken die hen aanzetten om de scheiding te verklaren;Quando no Curso dos acontecimentos humanos, torna-se necessário que um povo dissolva as bandas políticas que as ligaram a outro, e assumir entre as potências da Terra a posição separada e igual à qual as Leis da Natureza e da Natureza Deus lhes dá direito, um respeito decente às opiniões da humanidade exige que eles declarem as causas que os levam à separação;????? ? ???? ???????????? ??????? ?????????? ??????????? ??? ?????? ?????? ?????????? ???????????? ??????, ??????? ????????? ?? ? ???????, ? ?????? ????? ?????? ????, ???????? ? ??????????? ???????, ? ??????? ?????? ??????? ? ??????? ??? ???? ?? ?????, ????????? ???????? ? ?????? ???????????? ???????, ????? ??? ???????? ???????, ??????? ????????? ?? ? ??????????;Kun aikana ihmisen tapahtumia, se on välttämätöntä yksi kansa liuottaa poliittisia bändejä, jotka ovat kytketty niitä toiseen, ja ottamaan joukossa valtuuksia maan erillinen ja yhtäläinen asema johon Luonnonlait ja Luonnon Jumala oikeuttavat, kunnon osalta mielipiteitä ihmiskunnan edellyttää, että heidän pitäisi ilmoittaa syyt joka pakottaa heidät erottaminen;x
form_southafrica_title;Federation of Cape Colony;Fédération de la Colonie du Cap;Föderation der Kapkolonie;Federacja Cape Colony;Federación de la Colonia del Cabo;Federazione di Colonia del Capo;Federation of Cape Colony;Federation of Cape kolonie;Federation of Cape Colony;Federatie van Kaapkolonie;Federação da Colônia do Cabo;????????? ??????? ???????;Federation of Cape Colony;x
form_southafrica_desc;Previously governed by inept leaders, the colonies near the Cape of Good Hope have federated under one country;Précédemment gouvernée par des chefs ineptes, les colonies près du Cap de Bonne Espérance se sont fédérées dans un seul pays;Früher regiert von ungeschickten Führern, föderierten die Kolonien in der Nähe des Kaps der Guten Hoffnung unter einem Land;Wczesniej regulowane przez nieudolnych przywódców, kolonie w poblizu Przyladka Dobrej Nadziei federalized pod jednym kraju;Anteriormente gobernada por líderes ineptos, las colonias cerca del Cabo de Buena Esperanza federalizadas bajo un solo país;In precedenza governata da leader inetti, le colonie nei pressi del Capo di Buona Speranza federalizzati in un paese;Korábban irányadó alkalmatlan vezetok, a telepek közel a Jóreménység föderalizált alatt egy ország;Dríve rídí neschopných vudcu, kolonie u mysu Dobré nadeje federalizaci v jedné zemi;Korábban irányadó alkalmatlan vezetok, a telepek közel a Jóreménység föderalizált alatt egy ország;Eerder beheerst door onbekwame leiders, de koloniën in de buurt van de Kaap de Goede Hoop gefederaliseerd onder één land;Anteriormente governada por líderes ineptos, as colónias próximas ao Cabo da Boa Esperança federalizaram sob um único país;????? ???????????? ???????? ????????????? ??????? ???? ???? ?????? ??????? ??????????? ??? ????? ??????;Aikaisemmin säätelevät taitamaton johtajat, pesäkkeet lähellä Hyväntoivonniemen liittovaltioksi alle yhdessä maassa;x
form_madagascar_title;I Like to Move It;I Like to Move It;I Like to Move It;I Like to Move It;Quiero mover el bote;Mi piace se ti muovi;I Like to Move It;I Like to Move It;I Like to Move It;I Like to Move It;I Like to Move It;?? ???? ?? ??? ??;I Like to Move It;x
form_madagascar_desc;Lemurians united under our flag, the Empires in Europe should now tremble;Les Lémuriens unis sous notre drapeau, les Empires en Europe devraient maintenant trembler;Lemurianer unter unserer Flagge vereint, sollten die Empire in Europa jetzt zittern;Lemurianie zjednoczeni pod nasza flaga, imperiów w Europie powinien teraz drza;Lemurians unidos bajo nuestra bandera, los Empires en Europa ahora deben temblar;Con i lemuriani uniti sotto la nostra bandiera, gli Imperi in Europa dovrebbero ora tremano;Lemúriaiak alatt egyesül a zászló, a birodalmak Európában most remeg;Lemurané sjednotil pod naší vlajkou, ríší v Evrope by mel nyní tresou;Lemúriaiak alatt egyesül a zászló, a birodalmak Európában most remeg;Lemurians verenigd onder onze vlag moet de Empires in Europa nu beven;Lemurianos unidos sob nossa bandeira, os Impérios na Europa devem agora tremer;????????? ?????????? ??? ????? ??????, ????????? ? ?????? ?????? ???????;Lemurialaiset yhtenäisenä meidän lippu, Empires Euroopassa pitäisi nyt täristä;x
the_post_colonialism_title;Post-colonialism;Post-colonialisme;Postkolonialismus;Post-kolonializm;Postcolonialismo;Post-colonialismo;Posztkolonializmus;Postkolonialismus;Posztkolonializmus;Post-kolonialisme;Pós-colonialismo;????????????????;Post-kolonialismi;x
the_post_colonialism_desc;Many newly settled territories want to achieve their independence;De nombreux territoires nouvellement établis veulent atteindre leur indépendance;Viele neu besiedelte Gebiete wollen ihre Unabhängigkeit erreichen;Wiele nowo osiedlili terytoria chce osiagnac swoja niezaleznosc;Muchos territorios recién establecidos quieren lograr su independencia;Molti territori recentemente insediati vogliono ottenere la loro indipendenza;Sok újonnan betelepített területek szeretnék elérni a függetlenségét;Mnoho nove osídlené území chci dosáhnout jejich nezávislost;Sok újonnan betelepített területek szeretnék elérni a függetlenségét;Veel nieuw vestigden gebieden willen hun onafhankelijkheid te bereiken;Muitos territórios recém-instalados querem alcançar sua independência;?????? ????? ???????????? ?????????? ???? ??????? ????? ?????????????;Monet äskettäin ratkaistu alueiden wanna saavuttaa riippumattomuus;x
mandate_of_heaven_title;Reclaim the Mandate of Heaven;Récupérer le mandat du ciel;Erlöse das Mandat des Himmels;Odzyskaj Mandat Nieba;Reclamar el Mandato del Cielo;Riprendiamoci il Mandato del Cielo;Vissza a megbízás of Heaven;Kultivovat Mandate nebe;Vissza a megbízás of Heaven;Reclaim the Mandaat van de Hemel;Recuperar o Mandato do Céu;???????????? ?????? ?????;Takaisin taivaan mandaatti;x
mandate_of_heaven_desc;As the Emperor of Heaven, we are enough technologically advanced to attempt to centralize the Heavenly Kingdom under ourselves;En tant qu'empereur des cieux, nous sommes suffisamment technologiquement avancés pour tenter de centraliser le Royaume céleste sous nous-mêmes;Als der Kaiser des Himmels sind wir genug technologisch fortgeschritten, um zu versuchen, das himmlische Königreich unter uns zu zentralisieren;Jako Imperator Niebios wystarczy nam zaawansowanie technologiczne, aby uspokoic nasze Królestwo Niebianskie;Como el Emperador del Cielo, estamos suficientemente avanzados tecnológicamente para intentar centralizar el Reino Celestial bajo nosotros mismos;Come Imperatore del Cielo, siamo abbastanza tecnologicamente avanzata per cercare di centralizzare il Regno dei Cieli in noi stessi;Mivel a császár az Ég vagyunk elég technológiailag fejlett, hogy megpróbálja központosítása Mennyei Királyságban magunkat;Vzhledem k tomu, císare nebe, jsme natolik technologicky vyspelé pokoušet se centralizovat nebeského království pod sebe;Mivel a császár az Ég vagyunk elég technológiailag fejlett, hogy megpróbálja központosítása Mennyei Királyságban magunkat;Als de keizer van de Hemel, we zijn genoeg technologisch geavanceerde om te proberen de Hemelse Koninkrijk te centraliseren onder onszelf;Como o Imperador do Céu, estamos suficientemente avançados tecnologicamente para tentar centralizar o Reino Celestial sob nós mesmos;??? ????????? ?????, ?? ?????????? ?????????????? ??????????, ????? ???????? ?????????????? ???????? ??????? ??? ?????;Koska keisari Taivaan olemme tarpeeksi teknologisesti kehittyneitä yrittää keskittää taivaan valtakunnan alla itseämme;x
EVTNAME350001;Centralization of the Heavenly Kingdom;Centralisation du Royaume céleste;Zentralisierung des himmlischen Königreichs;Centralizacja Królestwa Niebieskiego;Centralización del Reino Celestial;La centralizzazione del Regno Celeste;Központosítása a Mennyei Királyság;Centralizace nebeského království;Központosítása a Mennyei Királyság;Centralisatie van de Hemelse Koninkrijk;Centralização do Reino Celestial;????????????? ????????? ???????;Keskittäminen taivaan valtakunnan;x
EVTDESC350001;Shall we join the Emperor of the Skies?;Devons-nous nous joindre à l'empereur des cieux?;Sollen wir uns dem Kaiser des Himmels anschließen?;Czy powinnismy dolaczyc do Imperatora Niebios?;¿Podemos unirnos al Emperador de los Cielos?;Vogliamo unirci all'Imperatore dei Cieli?;Csatlakozunk a császár a Skies?;Se napojíme císar z nebe?;Csatlakozunk a császár a Skies?;Zullen we lid worden van de keizer van de Skies?;Vamos juntar-nos ao Imperador dos Céus?;????????????? ? ?????????? ??????;Pitäisikö meidän liittyä keisari Skies?;x
EVTOPTA350001;May the Son of Heaven reign on us!;Que le Fils du Ciel règne sur nous!;Möge der Sohn des Himmels auf uns herrschen!;Niech nasi króluja nad nami Syn Niebios!;¡Que el Hijo del Cielo reine sobre nosotros!;Possa il Figlio del Cielo regnare su di noi!;Május a Son of Heaven uralkodni rajtunk!;Muže Syn nebes kralovat na nás!;Május a Son of Heaven uralkodni rajtunk!;Moge de Zoon van de Hemel regeren op ons!;Que o Filho do Céu reine sobre nós!;????? ??? ???????? ????????? ??? ????!;Voi Poika Heaven hallitsemaan meitä!;x
EVTOPTB350003;We won't be ruled by such backward religious fanatics! We have science now;Nous ne serons pas gouvernés par des fanatiques religieux renversés! Nous avons maintenant de la science;Wir werden nicht von solchen rückständigen religiösen Fanatikern beherrscht werden! Wir haben jetzt Wissenschaft;Nie bedziemy rzadzeni przez takich wywrotowych religijnych fanatyków! Teraz mamy nauke;¡No seremos gobernados por fanáticos religiosos atrasados! Tenemos ciencia ahora;Non saremo governati da tali fanatici religiosi retrogradi! Abbiamo la scienza ora;Mi nem zárható ilyen backwarded vallási fanatikusok! Van a tudomány ma már;Budeme nelze vyloucit temito backwarded náboženských fanatiku! Máme ted vedu;Mi nem zárható ilyen backwarded vallási fanatikusok! Van a tudomány ma már;We zullen niet worden geregeerd door een dergelijke backwarded religieuze fanatici! We hebben de wetenschap nu;Não seremos governados por fanáticos religiosos tão atrasados! Temos ciência agora;?????? ????????? ???????????? ?????????? ??? ?? ????? ?????????! ? ??? ???? ????? ??????;Emme voi sulkea tällainen backwarded uskonnollisten fanaatikkojen! Meillä on tiedettä nyt;x
EVTNAME350002;Fall of the Mandate of Heaven;Chute du mandat du ciel;Fall des Reiches des Himmels;Upadek Mandatu Nieba;Caída del Mandato del Cielo;Caduta del Mandato del Cielo;Fall a megbízás of Heaven;Pád mandátu nebe;Fall a megbízás of Heaven;Val van het mandaat van de Hemel;Queda do Mandato do Céu;??????? ??????? ?????;Fall of taivaan mandaatti;x
EVTDESC350002;Too backwards a concept, the idea of the Heavenly Kingdom has stopped keeping subjects from revolt;Trop à l'envers, le concept du Royaume céleste a empêché les sujets de se révolter;Zu viel rückwärts hat das Konzept des himmlischen Königreichs aufgehört, Themen von Aufruhr zu halten;Za duzo wstecz, pojecie Niebianskiego Królestwa przestalo trzymac tematy z buntu;Demasiado atrás, el concepto de Reino Celestial ha dejado de mantener a los sujetos de la revuelta;Troppo a ritroso, il concetto di Regno Celeste ha smesso di evitare che i tributari si rivoltino;Túl sok hátra, a koncepció a Mennyei Királyság leállt tartása alanyt lázadás;Príliš mnoho dozadu, pojetí nebeského království prestal držet predmety z revolty;Túl sok hátra, a koncepció a Mennyei Királyság leállt tartása alanyt lázadás;Te veel achteruit, het concept van de Hemelse Koninkrijk is gestopt met het houden van onderwerpen uit de opstand;Demasiado para trás, o conceito de Reino Celestial parou de manter os sujeitos da revolta;??????? ????? ?????, ????????? ????????? ??????? ????????? ?????????? ????????? ?? ?????????;Liikaa taaksepäin, käsite taivasten valtakunta on pysähtynyt pitää aiheista kapina;x
EVTOPTA350002;A dream gone to waste...;Un rêve a été perdu ...;Ein Traum ist verschwunden ...;Marzenie marnowalo ...;Un sueño perdido ...;Un sogno andato sprecato...;Egy álom ment veszendobe ...;Sen šel do odpadu ...;Egy álom ment veszendobe ...;Een droom gegaan om te verspillen ...;Um sonho perdido ...;????? ???????...;Unelma mennyt hukkaan ...;x
EVTNAME350003;Centralization of the Heavenly Kingdom;Centralisation du Royaume céleste;Zentralisierung des himmlischen Königreichs;Centralizacja Królestwa Niebieskiego;Centralización del Reino Celestial;La centralizzazione del Regno Celeste;Központosítása a Mennyei Királyság;Centralizace nebeského království;Központosítása a Mennyei Királyság;Centralisatie van de Hemelse Koninkrijk;Centralização do Reino Celestial;????????????? ????????? ???????;Keskittäminen taivaan valtakunnan;x
EVTOPTA350003;The winner becomes King, the loser becomes outlaw;Le gagnant devient roi, le perdant devient hors-la-loi;Der Gewinner wird König, der Verlierer wird Verbrecher;Zwyciezca zostaje królem, przegrany staje sie przestepca;El ganador se convierte en Rey, el perdedor se convierte en proscrito;Il vincitore diventa Re, il perdente diventa fuorilegge;A gyoztes király lesz, a vesztes lesz betyár;Vítezem se stává králem, poražený se stane psanec;A gyoztes király lesz, a vesztes lesz betyár;De winnaar wordt Koning, de verliezer wordt outlaw;O vencedor torna-se rei, o perdedor torna-se fora da lei;?????????? ?????????? ???????, ??????????? ?????????? ??? ??????;Voittaja tulee kuningas, häviäjä tulee lainsuojaton;x
hre_NEWS_LONG;A new power in Europe has regained its ancient splendor. The Sacrum Imperium Romanium was re-united by the current Kaiser. At Aachen, historically Aquisgrana, the Emperor was crowned King of the Romans by the princes of the Empire and by the Pope, thousand years after the foundation of the empire by Charlemagne.;Une nouvelle puissance en Europe a atteint son ancienne splendeur. Le Sacrum Imperium Romanium a été ré-uni par le Kaiser actuel. A Aachen, historiquement Aquisgrana, l'empereur a été couronné roi des Romains par les princes de l'Empire et par le Pape, après mille ans de la fondation de l'empire par Charles le Grand.;Eine neue Macht in Europa hat seine alte Pracht. Das Sacrum Imperium Romanium wurde durch den aktuellen Kaiser wieder vereinigt. In Aachen, historisch Aquisgrana, wurde der Kaiser als König der Römer von den Fürsten des Reiches und vom Papst gekrönt, nach tausend Jahren von der Gründung des Reiches durch Karl dem Großen.;Nowa moc w Europie ma do swojej dawnej swietnosci. Rzymski Imperium Imperium zostal ponownie zjednoczony przez obecnego Kaisera. W Aachen, historycznie Aquisgrana, cesarz zostal ukoronowany królem Rzymian przez ksiazat Imperium i przez papieza, po tysiac lat od zalozenia imperium przez Karola Wielkiego.;Un nuevo poder en Europa ha llegado a su antiguo esplendor. El Sacrum Imperium Romanium fue re-unido por el actual Kaiser. En Aquisgrán, históricamente Aquisgrana, el Emperador fue coronado como Rey de los Romanos por los príncipes del Imperio y por el Papa, después de mil años de la fundación del imperio por Carlos el Grande.;Un nuovo potere in Europa è tornato al suo antico splendore. Il Sacrum Imperium Romanium è stato riunito dal corrente Kaiser. Ad Aquisgrana l'imperatore fu incoronato come Re dei Romani dai prìncipi dell'Impero e dal Papa, dopo mille anni dalla fondazione dell'impero di Carlo Magno.;Egy új európai hatalmi kapott, hogy az osi fényét. A Sacrum Imperium Romanium újra egyesül az aktuális Kaiser. Aachen, történelmileg Aquisgrana császár koronázták királlyá a rómaiak által fejedelmek a Birodalom és a pápa, ezer év után az alapítvány a birodalom Nagy Károly.;Nová síla v Evrope má své starobylé stavby. Sacrum Imperium Romanium byl re-sjednocený aktuálním Kaiser. U Aachen, historicky Aquisgrana, císar byl korunován jako King Rímanu u princu ríše a papežem, po tisíci letech od založení ríše Karla Velikého.;Egy új európai hatalmi kapott, hogy az osi fényét. A Sacrum Imperium Romanium újra egyesül az aktuális Kaiser. Aachen, történelmileg Aquisgrana császár koronázták királlyá a rómaiak által fejedelmek a Birodalom és a pápa, ezer év után az alapítvány a birodalom Nagy Károly.;Een nieuwe macht in Europa heeft tot zijn oude pracht. De Sacrum Imperium Romanium werd opnieuw verenigd door de huidige Kaiser. In Aken, historisch Aquisgrana, werd de keizer gekroond tot Koning van de Romeinen door de vorsten van het rijk en door de paus, na duizend jaar na de oprichting van het rijk van Karel de Grote.;Um novo poder na Europa tem seu antigo esplendor. O Sacrum Imperium Romanium foi re-unido pelo atual Kaiser. Em Aquisgrão, historicamente Aquisgrana, o Imperador foi coroado como Rei dos Romanos pelos príncipes do Império e pelo Papa, depois de mil anos da fundação do império por Charles o Grande.;????? ???? ? ?????? ???????? ?????? ???????? ???????????. ?????? ??????? ??????? ??? ????? ????????? ???????? ????????. ? ??????, ??????????? ?????????? ?????????, ????????? ??? ????????? ??????? ?????? ???????? ??????? ? ????? ??????? ????? ?????? ??? ????? ????????? ??????? ?????? ???????.;Uusi voima Euroopassa on saanut sen antiikin loiston. Ristiluun Imperium Romanium uudelleen yhdistää nykyisen Kaiser. Aachenissa, historiallisesti Aquisgrana, keisari kruunattiin kuninkaaksi roomalaiset ruhtinaat Imperiumin ja paavin, kun tuhat vuotta luomisesta alkaen keisarikunnassa Kaarle Suuren.;x
hre_NEWS_MEDIUM;Great celebrations in Aachen, once again city of Emperors. Today, the King of the Romans was acclaimed Imperator of the Holy Roman Empire.;Grande fête à Aix-la-Chapelle, encore une fois ville des empereurs. Aujourd'hui, le roi des Romains a été acclamé comme Imperator du Saint Empire romain germanique.;Große Feier in Aachen, noch einmal Stadt der Kaiser. Heute wurde der König der Römer als Imperator des Heiligen Römischen Reiches akklamiert.;Wielkie swieto w Akwizgranie, ponownie miasto cesarzy. Dzisiaj król Rzymianie zostal ogloszony Imperatorem Swietego Cesarstwa Rzymskiego.;Gran celebración en Aquisgrán, una vez más ciudad de los Emperadores. Hoy, el Rey de los Romanos fue aclamado como Imperator del Sacro Imperio Romano.;Grande festa in Aquisgrana, ancora una volta città di imperatori. Oggi, il Re dei Romani è stato acclamated come Imperatore del Sacro Romano Impero.;Nagy ünnepség Aachenben, ismét a császárváros. Ma, a király a rómaiak acclamated mint Imperator a Szent Római Birodalom.;Výborná oslava v Cáchách, opet mesto císaru. V soucasné dobe, král Rímanu byla acclamated jako imperátora Svaté ríše rímské.;Nagy ünnepség Aachenben, ismét a császárváros. Ma, a király a rómaiak acclamated mint Imperator a Szent Római Birodalom.;Groot feest in Aken, nogmaals stad van keizers. Vandaag de dag, de Koning van de Romeinen werd acclamated als Imperator van het Heilige Roomse Rijk.;Grande celebração em Aachen, mais uma vez a cidade dos Imperadores. Hoje, o Rei dos Romanos foi aclamado como Imperador do Sacro Império Romano.;??????? ???????? ? ??????, ????? ????? ???????????. ??????? ?????? ?????? ??? ???????????????? ??? ????????? ????????? ??????? ???????.;Suuri juhla Aachen, jälleen kaupunki Emperors. Nykyään kuningas roomalaiset oli acclamated kuten Imperator Pyhän saksalais-roomalaisen keisarikunnan.;x
hre_NEWS_SHORT;A thousand years after Charlemagne, the Holy Roman Empire has returned to its old glory, having been reunified recently.;Après un millier d'années de Charlemagne, le Saint Empire romain germanique est revenu à sa vieille gloire, réunis récemment.;Nach tausend Jahren von Karl dem Großen kehrte das Heilige Römische Reich zu seiner alten Herrlichkeit zurück und wurde vor kurzem wiedervereinigt.;Po tysiac lat od Karola Wielkiego, swiete Imperium Rzymskie powrócilo do dawnej chwaly, która ostatnio zostala zjednoczona.;Después de mil años de Carlomagno, el Sacro Imperio Romano volvió a su antigua gloria, reunificada recientemente.;Dopo mille anni da Carlo Magno, il Sacro Romano Impero restituita al suo antico splendore, essendo stato riunificato recente.;Miután ezer év Károly, a Szent Római Birodalom visszatért a régi dicsoség, miután újraegyesített közelmúltban.;Po tisíci letech od Charlemagne, Svatá ríše rímská se vrátil do své staré sláve, která byla v nedávné dobe znovu sjednotilo.;Miután ezer év Károly, a Szent Római Birodalom visszatért a régi dicsoség, miután újraegyesített közelmúltban.;Na duizend jaar van Karel de Grote, het Heilige Roomse Rijk keerde terug naar zijn oude glorie, die onlangs herenigd.;Depois de mil anos de Carlomagno, o Sacro Império Romano voltou a sua antiga glória, tendo sido reunificada recentemente.;?????? ?????? ??? ?? ????? ????????, ????????? ??????? ??????? ????????? ? ????? ?????? ?????, ??????????????? ???????.;Jälkeen tuhannen vuoden Kaarle, Pyhän Rooman valtakunta palasi sen vanha kunniaa tultuaan yhdistynyt äskettäin.;x
